보증_고유키,상품설명
보증_264,"공공 보증기관(신용보증기금, 기술보증기금, 지역신용보증재단 등)의 보증서 담보 대출 실행 자금에 한하여 입금이 가능한 보증서 담보대출 입금 전용 계좌입니다."
보증_265,"법인 업체가 일정 요건(가맹점대금 입금, 4대보험 자동납부, 급여이체, 학원비 등 거래중 어느 하나의 요건) 충족시 각종 수수료면제 및 외환수수료 우대 등을 제공하는 입출금이 자유로운 통장"
보증_266,"법인등록번호가 없는 협회 등 임의단체가 일정 요건(가맹점대금 입금, 4대보험 자동납부, 급여이체, 학원비 등 거래중 어느 하나의 요건) 충족시 각종 수수료면제 및 외환수수료 우대 등을 제공하는 입출금이 자유로운 통장"
보증_267,"여유자금 운용을 위한 정기예금으로 신규(또는 추가입금, 회전기간 시작일)시점의 시장실세금리에 연동하며, 한 통장에서 여러 건의 정기예금을 입금, 분할인출, 해지할 수 있으며 만기일에 내점없이 자동재신규가 가능한 다기능 종합통장식 정기예금 상품입니다."
보증_268,사회취약계층의 경제적 자립을 지원하기 위한 고금리 목돈만들기 상품
보증_269,적용금리를 월복리로 계산하여 고객의 재산형성을 지원하는 자유적립식 상품
보증_270,"- 이어도가 우리의 영토, 제주도의 부속 도서임을 대내·외 홍보를 위한 상품- 고객과 은행 공동으로 기부금 조성, 공동 출연함으로 사회공헌활동에 직접 참여할 수 있는 상품"
보증_271,"자녀에 대한 부모의 소망과 사랑을 ＇행복＇으로 테마화하여 자녀의 세뱃돈, 생일축하금, 기타 용돈등을 수시로 저축할 수 있는 자유적립식 상품으로, 부모와 자녀가 함께하는 ＇생활화된 경제교육＇을 위한 학습자료로도 활용할 수 있습니다."
보증_272,"여유가 있을 때는 언제든지 자유롭게 적립하여 만기일에 원리금을 지급받는 예금으로 소상인, 학생예금 등과 같이 매일매일 예치하여 목돈을 마련하고자 하는 고객에게 유리한 상품입니다."
보증_273,매월 일정금액을 정기적으로 납입하고 만기일에 원리금을 지급받는 예금으로 푼돈을 모아 목돈을 마련하는데 적합한 가장 보편적인 장기 저축상품
보증_274,시장 실세금리에 의한 고금리가 적용되고 자유로운 입출금 및 각종 이체 결제기능이 결합된 단기 상품
보증_275,시장 실세금리에 의한 고금리가 적용되고 자유로운 입출금 및 각종 이체 결제기능이 결합된 단기 상품
보증_276,"각종 단체(모임) 구성원이 편리하게 사용할 수 있으며, 우대 서비스까지 제공 받을 수 있는 멤버쉽 상품입니다."
보증_277,은행예금의 모든 기능을 100% 활용하여 통장 하나로 증권투자와 자금관리까지 할 수 있으며 편리한 증권청약업무와 전문가의 투자조언을 받으실 수 있는 은행업무와 증권거래가 동시에 가능한 입출금 식 예금통장입니다.
보증_278,"국민연금 수급권자의 기본적인 연금수급 권리를 보호하기 위한 수급금 입금전용 압류방지 통장 수급권자의 채무 불이행에 의한 예금 압류시에도 「국민연금법」제58조 등 관련법에 따라 수급권자를 보호하기 위해 예금 압류의 효력을 원천 배제※ 국민연금법 제58조 등 관련 법이라 함은 국민연금법 제54조의2, 제58조, 동법 시행령 제44조, 민사집행법 시행령 제2조를 의미합니다."
보증_279,법령에 따라 압류가 금지되는 수급금에 대한 압류를 방지하기 위한 상품이 통장에 가입하고 수급금이 입금된 경우 수수료 면제혜택 제공
보증_280,공무원연금 수급권자의 기본적인 연금수급 권리를 보호하기 위한 급여수급 전용계좌 압류방지 통장
보증_281,"입출금통장,체크카드,인터넷뱅킹(텔레뱅킹,모바일뱅킹 포함)을 한번에 가입하면 6개월동안 전자금융수수료 면제혜택을 누릴 수 있는 패키지 서비스"
보증_282,"전국 지방은행(경남,광주,대구,부산,전북,제주은행) 모든 점포에서 각종 업무를 한 은행처럼 편리하게 이용할 수 있는 지방은행 공동상품입니다."
보증_283,초중고 자녀들을 둔 학부모들의 학교관련 지출비용 등을 관리하기 위한 상품으로 통장내 지출내역 인자 등의 부가서비스를 제공하는 입출금이 자유로운 상품
보증_284,사업자 성공통장은 2007년 소득세법 개정에 따라 개인 사업자의 금융거래통장을 사업용과 가계용으로 분리하여 개설하고 사업용계좌(Business Account)는 관할 세무서에 신고토록 하는 제도에 맞추어 개발된 상품으로 거래고객 실적에 따라 금리우대 및 수수료 면제 등의 각종 우대서비스를 제공합니다.
보증_285,입출금이 자유로운 예금으로 예금잔액 범위내에서 수시 입출금거래가 가능한 상품
보증_286,이 예금은 일상적인 운영자금 및 일시적 여유자금보관 목적의 입출금이 자유로운 예금입니다.
보증_287,입출금이 자유로운 예금으로 예금잔액 범위내에서 수시 입출금거래가 가능한 상품
보증_288,여유자금을 일정기간 예치하여 안정적인 수익을 올릴수 있는 상품
보증_289,퇴직연금제도 시행에 따라 기업 및 근로자의 퇴직연금의 적립금을 운용하기 위한 정기예금 상품
보증_290,저금리·고령화 시대에 국민의 종합적 자산관리를 통한 재산형성을 지원하고 포트폴리오 투자에 대한 세제혜택 지원을 위해 취급하는 ISA 전용 목적부 정기예금 상품
보증_291,금융기관이 기업으로부터 매입(할인)해 보유하고 있는 상업어음이나 매출채권을 다시 여러장으로 쪼개거나 한데 묶어 액면금액과 이자율을 새로이 설정해 발행하는 어음입니다. 은행의 대표적인 단기상품 중 하나로 1개월 이상 6개월 이내의 단기 여유자금운용에 유리합니다.
보증_292,은행이 양도성을 부여하여 무기명 할인식으로 발행한 정기예금증서를 말합니다. 수익률이 실세금리를 반영하여 비교적 높은 편이며 500만원이상의 목돈을 3~6 개월정도 운용하는데적합한 상품입니다.
보증_293,"입출금이 자유로운 예금을 기본계좌로 하여 거치식예금, 적립식예금 및 대출금 등을 하나의 통장으로 연결시켜 자동대체 거래가 처리되며, 거래실적에 따라 대출이 허용되는 통장의 상품이다."
보증_294,"공직선거(국회의원, 지방선거 등) 입후보자의 선거관리전용 유동성 예금으로 각종 우대서비스가 제공되는 통장"
보증_295,국고금관리법에 의거하여 정부관서가 운영경비를 예치·사용하기 위하여 개설하는 예금입니다.
보증_296,전북은행 첫거래 고객님을 위한 파킹형 입출금통장
보증_297,통장 잔액에 따라 이율이 달라지는 비대면 전용 입출금 통장
보증_298,조건없는 우대혜택을 제공하는 Youth 첫거래 통장
보증_299,한 계좌안에서 여유자금을 별도로 구분하여 보관할 수 있는 입출금상품
보증_300,거래실적에 따라 다양한 우대혜택을 제공하는 주거래고객 전용 입출금 통장
보증_301,만 18세 이하 고객을 위한 유소년 전용 입출금 통장
보증_302,모임서비스와 다양한 우대혜택을 동시에 누리는 모임 전용 통장
보증_303,전북현대모터스 FC 우승기원 입출금 통장
보증_304,종이통장을 발행하지 않는 상품으로 통장 미발행 우대이율을 제공하는 입출금 상품
보증_305,연금수급고객에게 다양한 우대혜택을 제공하는 입출금상품
보증_306,"수시로 입출금이 자유로우며, 비대면에서도 계좌개설이 가능한 거래제한이 없는 상품"
보증_307,"외국인 근로자 및 유학생,결혼이주자 등을 대상으로 다양한 우대서비스를 제공하는 외국인 전용 입출금통장"
보증_308,"수시로 입출금이 자유로우며, 거래제한이 없는 개인전용상품"
보증_309,기초생활 수급권자 가입 고객을 위한 압류방지 전용통장 상품
보증_310,국민연금 수급권자의 기본적인 연금수급 권리를 보호하기 위한 압류방지 국민연금 전용통장
보증_311,디지털채널 전용 미션 수행 추첨형 정기적금 상품
보증_312,매월 꾸준하게 저축하는 비대면 전용 정기적금
보증_313,영업점 방문없이 가입 가능한 고금리 적금 상품
보증_314,첫 거래 및 오픈뱅킹 등 거래실적에 따라 우대금리를 제공하는 단기(6개월) 고금리 상품
보증_315,"월 적립액, 계약기간을 자유롭게 정하여 목돈을 마련할 수 있는 적금 상품"
보증_316,만 18세 이하 고객을 위한 연복리 자유적금! 우대금리에 자유로운 중도인출(계약기간 동안 2회)까지~
보증_317,거래실적에 따라 우대금리를 제공하는 주거래고객전용 자유적금 상품
보증_318,이자에 이자를 더하는 주거래고객 전용 월복리 자유적금 상품
보증_319,"매일, 매주, 매월 고정 지출액 및 여유자금을 수시로 저축하는 소액 재테크 자유적금 상품"
보증_320,적금도 넣고 여행도 가고 캐시백 혜택도 받고 일석삼조 목돈마련 상품
보증_321,JB카드 사용하고 우대금리 받는 고금리 정기적금
보증_322,청년고객 대상 정부기여금과 비과세 혜택을 제공하는 자유적립식 정기적금 상품
보증_323,함께하면 우대금리 UP! 오픈뱅킹 전용 자유적금 상품
보증_324,은퇴(예정)고객의 목돈마련을 위한 적립식 상품
보증_325,저축습관 목표달성을 위한 Youth 전용 자유 적금
보증_326,친환경 활동 시 우대금리를 제공하는 적립식 상품
보증_327,시장 실세금리를 반영하여 최장 60개월까지 적립가능한 적금 상품
보증_328,매월 정해진 날짜에 일정한 금액을 적립하고 만기에 적립 금액과 이자를 한꺼번에 찾는 목돈마련상품
보증_329,자동재예치가 될 때마다 우대금리가 상승하는 정기예금 ( 기본금리는 신규/재예치시점의 고시금리 적용 )
